"","id","imdbID","Title","Year","imdbRating","imdbVotes","Rated","Runtime","genres","r1","r2","r3","Plot"
"8235",8235,"tt0051380","Attack of the 50 Foot Woman","1958",5,"3302","NOT RATED","65 min","Comedy|Sci-Fi","tt0050294","tt0050084","tt0051418","When an abused socialite grows to giant size because of an alien encounter and an aborted murder attempt, she goes after her cheating husband with revenge on her mind."
"8236",8236,"tt0762073","Thirst","2009",7.1,"29709","R","133 min","Drama|Horror","tt0310775","tt0420251","tt0451094","Through a failed medical experiment, a priest is stricken with vampirism and is forced to abandon his ascetic ways."
"8237",8237,"tt0858486","Battle for Terra","2007",6.7,"9803","PG","85 min","Adventure|Animation|Sci-Fi","tt0129167","tt0106364","tt0120913","A peaceful alien planet faces annihilation, as the homeless remainder of the human race sets its eyes on Terra. Mala, a rebellious Terrian teenager, will do everything she can to stop it."
"8238",8238,"tt0899106","Love Happens","2009",5.6,"24752","PG-13","109 min","Comedy|Drama|Romance","tt0119896","tt0279113","tt0398375","A widower whose book about coping with loss turns him into a best-selling self-help guru, falls for the hotel florist where his seminar is given, only to learn that he hasn't yet truly confronted his wife's passing."
"8239",8239,"tt0810784","Bright Star","2009",7,"20918","PG","119 min","Drama|Romance","tt0099040","tt0107822","tt0117364","The three-year romance between 19th-century poet John Keats and Fanny Brawne near the end of his life."
"8240",8240,"tt0354623","Hellraiser: Hellworld","2005",4.2,"6646","R","91 min","Horror","tt0095925","tt0082910","tt0330634","Gamers playing a MMORPG based on the ""Hellraiser"" franchise find their lives endangered after being invited to a rave, the host of which intends to show them the truth behind the Cenobite mythos."
"8241",8241,"tt1179904","Paranormal Activity","2007",6.3,"180485","R","86 min","Horror|Thriller","tt1536044","tt0116367","tt0117002","After moving into a suburban home, a couple becomes increasingly disturbed by a nightly demonic presence."
"8242",8242,"tt1262981","World's Greatest Dad","2009",7,"31190","R","99 min","Comedy|Drama","tt1912398","tt0093105","tt0084917","When his son's body is found in a humiliating accident, a lonely high school teacher inadvertently attracts an overwhelming amount of community and media attention after covering up the truth with a phony suicide note."
"8243",8243,"tt1087578","Still Walking","2008",8,"7111","NOT RATED","115 min","Drama","tt1650453","tt2331143","tt0165078","Still Walking is a family drama about grown children visiting their elderly parents, which unfolds over one summer day. The aging parents have lived in the family home for decades. Their ..."
"8244",8244,"tt1232207","Capitalism: A Love Story","2009",7.4,"34107","R","127 min","Documentary","tt0098213","tt0310793","tt0361596","An examination of the social costs of corporate interests pursuing profits at the expense of the public good."
"8245",8245,"tt1313104","The Cove","2009",8.5,"39756","PG-13","92 min","Documentary","tt0124295","tt1155592","tt1645089","Using state-of-the-art equipment, a group of activists, led by renowned dolphin trainer Ric O'Barry, infiltrate a cove near Taijii, Japan to expose both a shocking instance of animal abuse and a serious threat to human health."
"8246",8246,"tt1019452","A Serious Man","2009",7,"99591","R","106 min","Comedy|Drama","tt0101410","tt0401711","tt0116282","Larry Gopnik, a Midwestern physics teacher, watches his life unravel over multiple sudden incidents. Though seeking meaning and answers amidst his turmoils, he seems to keep sinking."
"8247",8247,"tt1174730","City Island","2009",7.4,"26993","PG-13","104 min","Comedy|Drama","tt0429177","tt2481480","tt0104412","The Rizzos, a family who doesn't share their habits, aspirations, and careers with one another, find their delicate web of lies disturbed by the arrival of a young ex-con (Strait) brought ..."
"8248",8248,"tt1071804","Ink","2009",7,"18220","N/A","107 min","Action|Fantasy|Sci-Fi","tt0116426","tt0857376","tt1010055","A mysterious creature, known as Ink, steals a child's soul in hopes of using it as a bargaining chip to join the Incubi - the group of supernatural beings responsible for creating nightmares."
"8249",8249,"tt1010055","Yatterman","2009",6.1,"1434","N/A","111 min","Action|Comedy|Fantasy","tt0296042","tt0221111","tt0304262","Every week, toy-shop owner Gan and his cute assistant Ai battled the evil Doronbo gang. The gang led by femme fatale Doronjo and her assistants-pig-nosed muscleman Tonzra and rat-faced ..."
"8250",8250,"tt0985058","Metropia","2009",6.3,"6009","N/A","86 min","Animation|Sci-Fi","tt0110246","tt0230783","tt0168446","A complex story of a misaligned man, though good intent, creating a nightmarish Dystopian existence."
"8251",8251,"tt1220213","Grace","2009",5.2,"6690","R","84 min","Drama|Horror|Thriller","tt0116095","tt0119791","tt0160484","After losing her unborn child, Madeline Matheson insists on carrying the baby to term. Following the delivery, the child miraculously returns to life with an appetite for human blood. Madeline is faced with a mother's ultimate decision."
"8252",8252,"tt0862856","Trick 'r Treat","2007",6.8,"61239","R","82 min","Comedy|Horror|Thriller","tt3850590","tt0113303","tt0118643","Five interwoven stories that occur on Halloween: An everyday high school principal has a secret life as a serial killer; a college virgin might have just met the guy for her; a group of teenagers pull a mean prank; a woman who loathes the night has to contend with her holiday-obsessed husband; and a mean old man meets his match with a demonic, supernatural trick-or-treater."
"8253",8253,"tt1172233","Whip It","2009",6.9,"54456","PG-13","111 min","Comedy|Drama","tt0110057","tt0109021","tt0109305","In Bodeen, Texas, an indie-rock loving misfit finds a way of dealing with her small-town misery after she discovers a roller derby league in nearby Austin."
"8254",8254,"tt1058017","The Invention of Lying","2009",6.4,"92770","PG-13","100 min","Comedy","tt0337563","tt0821640","tt1196204","A comedy set in a world where no one has ever lied, until a writer seizes the opportunity for personal gain."
"8255",8255,"tt0986263","Surrogates","2009",6.3,"148998","PG-13","89 min","Action|Sci-Fi|Thriller","tt0141926","tt0181852","tt0116839","Set in a futuristic world where humans live in isolation and interact through surrogate robots, a cop is forced to leave his home for the first time in years in order to investigate the murders of others' surrogates."
"8256",8256,"tt1156398","Zombieland","2009",7.7,"375081","R","88 min","Action|Comedy|Horror","tt1622547","tt1321870","tt0113845","A shy student trying to reach his family in Ohio, a gun-toting tough guy trying to find the last Twinkie, and a pair of sisters trying to get to an amusement park join forces to travel across a zombie-filled America."
"8257",8257,"tt1331025","The September Issue","2009",7,"5835","PG-13","90 min","Documentary","tt0117320","tt0110057","tt0116913","A documentary chronicling Vogue editor-in-chief Anna Wintour's preparations for the 2007 fall-fashion issue."
"8258",8258,"tt1018818","Assassination of a High School President","2008",6.3,"13849","R","93 min","Comedy|Drama|Mystery","tt0108238","tt0119219","tt0110570","At a Catholic high school, the popular girl teams up with a sophomore newspaper reporter to investigate a case of stolen SAT exams. Once the duo target their suspects, a larger conspiracy is unearthed."
"8259",8259,"tt1232783","Sorority Row","2009",5.1,"23551","R","101 min","Horror|Thriller","tt0113690","tt0112643","tt0111686","A group of sorority sisters try to cover up the death of their house-sister after a prank gone wrong, only to be stalked by a serial killer."
"8260",8260,"tt0365929","Whiteout","2009",5.5,"31382","R","101 min","Action|Crime|Drama|Mystery|Thriller","tt0244244","tt0107302","tt0187078","U.S. Marshal Carrie Stetko tracks a killer in Antarctica, as the sun is about to set for six months."
"8261",8261,"tt0405393","Rudo y Cursi","2008",6.8,"6619","R","103 min","Comedy|Drama","tt0245574","tt0134618","tt0105812","Two siblings rival each other inside the world of professional soccer."
"8262",8262,"tt1174732","An Education","2009",7.3,"110384","PG-13","100 min","Drama|Romance","tt1563738","tt0243862","tt0329767","A coming-of-age story about a teenage girl in 1960s suburban London, and how her life changes with the arrival of a playboy nearly twice her age."
"8263",8263,"tt1035736","Coco Before Chanel","2009",6.7,"31270","PG-13","105 min","Drama","tt0348853","tt0113463","tt0110428","The story of Coco Chanel's rise from obscure beginnings to the heights of the fashion world."
"8264",8264,"tt1078940","Couples Retreat","2009",5.5,"82332","PG-13","113 min","Comedy|Romance","tt0117802","tt0227005","tt0110759","A comedy centered around four couples who settle into a tropical-island resort for a vacation. While one of the couples is there to work on the marriage, the others fail to realize that participation in the resort's therapy sessions is not optional."
"8265",8265,"tt0881891","All About Steve","2009",4.8,"32391","PG-13","99 min","Comedy","tt0141098","tt0102343","tt0313737","Convinced that a CCN cameraman is her true love, an eccentric crossword puzzler trails him as he travels all over the country, hoping to convince him that they belong together."
"8266",8266,"tt1097643","Fifty Dead Men Walking","2008",6.9,"9434","R","117 min","Action|Drama|Thriller","tt0280870","tt0119656","tt0109579","Based on Martin McGartland's shocking real life story. Martin is a young lad from west Belfast in the late 1980s who is recruited by the British Police to spy on the IRA. He works his way ..."
"8267",8267,"tt0896534","Deadgirl","2008",5.7,"15115","R","101 min","Horror","tt0117002","tt0109836","tt0111742","Two high school boys discover an imprisoned woman in an abandoned mental asylum who cannot die."
"8268",8268,"tt0902290","I Sell the Dead","2008",6.1,"9422","NOT RATED","85 min","Comedy|Horror","tt2105044","tt0410730","tt0076162","A grave robber reflects on his life of crime."
"8269",8269,"tt0034175","The Shanghai Gesture","1941",6.8,"1947","APPROVED","95 min","Drama|Film-Noir","tt0037008","tt0044863","tt0039536","A young woman, Poppy, out for excitement in Shanghai, enters a gambling house owned by ""Mother"" Gin Sling, a dragon-lady who worked herself up from poverty to buy the casino. Sir Guy ..."
"8270",8270,"tt0386117","Where the Wild Things Are","2009",6.8,"86153","PG","101 min","Adventure|Children|Drama|Fantasy|IMAX","tt0112342","tt0113114","tt0106965","Yearning for escape and adventure, a young boy runs away from home and sails to an island filled with creatures that take him in as their king."
"8271",8271,"tt0808399","New York, I Love You","2008",6.3,"39006","R","103 min","Drama|Romance","tt0114113","tt0265343","tt0102456","Several love stories set in one of the most loved cities of the world, New York."
"8272",8272,"tt1197624","Law Abiding Citizen","2009",7.4,"212544","R","109 min","Drama|Thriller","tt0117603","tt0120768","tt0266465","A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. He targets not only the killer but also the district attorney and others involved in the deal."
"8273",8273,"tt0042464","The Flame and the Arrow","1950",7,"2496","NOT RATED","88 min","Action|Adventure|Romance","tt0039689","tt0040076","tt0048806","Dardo, a Robin Hood-like figure, and his loyal followers use a Roman ruin in Medieval Lombardy as their headquarters as they conduct an insurgency against their Hessian conquerors."
"8274",8274,"tt1129445","Amelia","2009",5.8,"9824","PG","111 min","Drama","tt0114113","tt0056172","tt0116743","A look at the life of legendary American pilot Amelia Earhart, who disappeared while flying over the Pacific Ocean in 1937 in an attempt to make a flight around the world."
"8275",8275,"tt0814335","The Stepfather","2009",5.6,"22792","PG-13","101 min","Horror|Thriller","tt0926129","tt0249478","tt1670345","Michael returns home from military school to find his mother happily in love and living with her new boyfriend. As the two men get to know each other, he becomes more and more suspicious of the man who is always there with a helpful hand."
"8276",8276,"tt0978762","Mary and Max","2009",8.2,"114069","NOT RATED","92 min","Animation|Comedy|Drama","tt0110598","tt0114787","tt0082206","A tale of friendship between two unlikely pen pals: Mary, a lonely, eight-year-old girl living in the suburbs of Melbourne, and Max, a forty-four-year old, severely obese man living in New York."
"8277",8277,"tt1186370","Spread","2009",5.9,"31869","R","97 min","Drama|Romance","tt0348505","tt1439572","tt0118113","A sex comedy centered on a serial womanizer and his jilted lover."
"8278",8278,"tt0471041","The Tournament","2009",6.1,"30327","R","95 min","Action","tt0379240","tt1659338","tt0114576","Every seven years in an unsuspecting town, The Tournament takes place. A battle royale between 30 of the world's deadliest assassins. The last man standing receiving the $10,000,000 cash ..."
"8279",8279,"tt0926380","The Boys Are Back","2009",6.9,"8603","PG-13","104 min","Comedy|Drama","tt0117631","tt0120834","tt0252501","A sports writer becomes a single parent in tragic circumstances."
"8280",8280,"tt0896529","Cairo Time","2009",6.7,"4974","PG","90 min","Drama|Romance","tt0481141","tt0114388","tt0114117","A romantic drama about a brief, unexpected love affair that catches two people completely off-guard."
"8281",8281,"tt0049843","There's Always Tomorrow","1956",7.7,"1669","N/A","84 min","Drama","tt0047811","tt0047203","tt0036005","When a toy manufacturer feels ignored and unappreciated by by his wife and children, he begins to rekindle a past love when a former employee comes back into his life."
"8282",8282,"tt1224366","Afterschool","2008",6.1,"3276","NOT RATED","120 min","Drama","tt0112714","tt0058898","tt0032976","An Internet-addicted prep-school student captures on video camera the drug overdose of two girls."
"8283",8283,"tt1193138","Up in the Air","2009",7.4,"266007","R","109 min","Drama|Romance","tt0467406","tt0427944","tt1625346","With a job traveling around the country firing people, Ryan Bingham enjoys his life living out of a suitcase, but finds that lifestyle threatened by the presence of a new hire and a potential love interest."
"8284",8284,"tt1100048","35 Shots of Rum","2008",7,"3055","UNRATED","100 min","Drama","tt0209933","tt0094868","tt0318742","The relationship between a father and daughter is complicated by the arrival of a handsome young man."
"8285",8285,"tt1482967","Monsters vs Aliens: Mutant Pumpkins from Outer Space","2009",6.5,"1740","TV-PG","30 min","Animation|Comedy|Sci-Fi","tt0892782","tt1446192","tt0112691","Susan Murphy (a.k.a. Ginormica) and the Monsters are now working with the US government as special ops. So when an alien presence is detected in Susan's hometown of Modesto, California -- ..."
"8286",8286,"tt0026725","Les Misérables","1935",7.7,"2546","APPROVED","108 min","Drama|Romance","tt0028355","tt0025617","tt0039694","In early 19th Century France an ex-convict who failed to report to parole is relentlessly pursued over a 20 year period by an obsessive policeman."
"8287",8287,"tt1233227","Saw VI","2009",6,"73935","R","90 min","Crime|Horror|Mystery|Thriller","tt1477076","tt0890870","tt1132626","Agent Strahm is dead, and FBI agent Erickson draws nearer to Hoffman. Meanwhile, a pair of insurance executives find themselves in another game set by jigsaw."
"8288",8288,"tt1128075","Love Exposure","2008",8.1,"6945","UNRATED","237 min","Action|Comedy|Drama|Romance","tt1632547","tt0111797","tt0107653","A bizarre love triangle forms between a young Catholic upskirt photographer, a misandric girl and a manipulative cultist."
"8289",8289,"tt0450405","Cirque du Freak: The Vampire's Assistant","2009",6,"35547","PG-13","109 min","Action|Adventure|Comedy|Fantasy|Horror|Thriller","tt0231775","tt0113855","tt0112462","Teenager, Darren Shan, meets a mysterious man at a freak show who turns out to be a Vampire. After a series of events Darren must leave his normal life and go on the road with the Cirque Du Freak and become a Vampire."
"8290",8290,"tt1300851","The Boondock Saints II: All Saints Day","2009",6.3,"52457","R","118 min","Action|Crime|Drama|Thriller","tt0144117","tt0114576","tt0112401","The MacManus brothers are living a quiet life in Ireland with their father, but when they learn that their beloved priest has been killed by mob forces, they go back to Boston to bring justice to those responsible and avenge the priest."
"8291",8291,"tt1213585","Good Hair","2009",6.9,"4659","PG-13","96 min","Comedy|Documentary","tt0124295","tt0330069","tt0963208","Chris Rock explores the wonders of African-American hairstyles."
"8292",8292,"tt1190536","Black Dynamite","2009",7.4,"34843","R","84 min","Action|Comedy","tt0113845","tt0113326","tt0112442","Black Dynamite is the greatest African-American action star of the 1970s. When his only brother is killed by The Man it's up to him to find justice."
"8293",8293,"tt1228953","Big Fan","2009",6.7,"7844","R","88 min","Comedy|Crime|Drama","tt1568341","tt0114681","tt0115734","A hard-core New York Giants fan struggles to deal with the consequences when he is beaten up by his favorite player."
"8294",8294,"tt0375568","Astro Boy","2009",6.3,"24959","PG","94 min","Action|Animation|Children|Sci-Fi","tt0424095","tt1650043","tt2023453","When an android replica of a boy is rejected by his aggrieved creator, he goes off to find his own identity in an adventure that would make him his time's greatest hero."
"8295",8295,"tt0432283","Fantastic Mr. Fox","2009",7.8,"134738","PG","87 min","Adventure|Animation|Children|Comedy|Crime","tt0128445","tt0362270","tt0838221","An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation."
"8296",8296,"tt1023441","Coco Chanel & Igor Stravinsky","2009",6.4,"4904","R","119 min","Drama|Romance","tt0118996","tt0276830","tt0875113","Paris 1913. Coco Chanel is infatuated with the rich and handsome Boy Capel, but she is also compelled by her work. Igor Stravinsky's The Rite of Spring is about to be performed. The ..."
"8297",8297,"tt1067106","A Christmas Carol","2009",6.8,"71200","PG","96 min","Animation|Children|Drama|Fantasy|IMAX","tt0118884","tt0096438","tt0338348","An animated retelling of Charles Dickens' classic novel about a Victorian-era miser taken on a journey of self-redemption, courtesy of several mysterious Christmas apparitions."
"8298",8298,"tt1286130","Battlestar Galactica: The Plan","2009",7,"13870","N/A","112 min","Action|Adventure|Drama|Sci-Fi","tt0086756","tt0043379","tt0054953","When the initial Cylon attack against the Twelve Colonies fails to achieve complete extermination of human life as planned, twin Number Ones (Cavils) embedded on Galactica and Caprica must improvise to destroy the human survivors."
"8299",8299,"tt1425244","Partly Cloudy","2009",8.3,"13204","G","6 min","Animation|Children|Comedy|Fantasy","tt1245104","tt0248808","tt2388725","Everyone knows that the stork delivers babies, but where do the storks get the babies from? The answer lies up in the stratosphere, where cloud people sculpt babies from clouds and bring ..."
"8300",8300,"tt0758751","Grey Gardens","2009",7.5,"7200","TV-PG","104 min","Drama","tt1606389","tt0083967","tt0200027","The lives of Edith Bouvier Beale and her daughter Edith, aunt and cousin of Jacqueline Kennedy Onassis."
"8301",8301,"tt1190080","2012","2009",5.8,"275377","PG-13","158 min","Action|Drama|Sci-Fi|Thriller","tt0111282","tt0116629","tt0319262","A frustrated writer struggles to keep his family alive when a series of global catastrophes threatens to annihilate mankind."
"8302",8302,"tt0362478","The Box","2009",5.6,"75128","PG-13","115 min","Drama|Horror|Mystery|Sci-Fi|Thriller","tt0114168","tt0246578","tt0259288","A small wooden box arrives on the doorstep of a married couple, who know that opening it will grant them a million dollars and kill someone they don't know."
"8303",8303,"tt0913425","Broken Embraces","2009",7.2,"30765","R","127 min","Drama|Romance|Thriller","tt0441909","tt0287467","tt0103030","Harry Caine, a blind writer, reaches this moment in time when he has to heal his wounds from 14 years back. He was then still known by his real name, Mateo Blanco, and directing his last movie."
"8304",8304,"tt1220198","The Fourth Kind","2009",5.9,"61781","PG-13","98 min","Horror|Mystery|Sci-Fi|Thriller","tt1219289","tt0945513","tt0114746","A thriller involving an ongoing unsolved mystery in Alaska, where one town has seen an extraordinary number of unexplained disappearances during the past 40 years and there are accusations of a federal cover up."
"8305",8305,"tt0929632","Precious","2009",7.4,"84676","R","110 min","Drama","tt0396857","tt1496422","tt1327773","In New York City's Harlem circa 1987, an overweight, abused, illiterate teen who is pregnant with her second child is invited to enroll in an alternative school in hopes that her life can head in a new direction."
"8306",8306,"tt0042006","The Undercover Man","1949",6.8,"540","APPROVED","85 min","Crime|Drama|Film-Noir|Romance","tt0037932","tt0042664","tt0047878","Treasury Department agent Frank Warren takes on the case of a mob leader who has evaded paying taxes on his ill-gotten gains."
"8307",8307,"tt1095217","Bad Lieutenant: Port of Call New Orleans","2009",6.7,"63889","R","122 min","Crime|Drama","tt1972663","tt0113277","tt0105226","Terence McDonagh is a drug- and gambling-addled detective in post-Katrina New Orleans investigating the killing of five Senegalese immigrants."
"8308",8308,"tt1259571","The Twilight Saga: New Moon","2009",4.6,"216409","PG-13","130 min","Drama|Fantasy|Horror|Romance|Thriller","tt1325004","tt0385752","tt1673434","Edward leaves Bella after an attack that nearly claimed her life, and in her depression she falls into yet another paranormal relationship- this time with werewolf Jacob Black."
"8309",8309,"tt0790712","The Messenger","2009",7.2,"29182","R","113 min","Drama|Romance|War","tt1640548","tt0113107","tt0110322","An American soldier struggles with an ethical dilemma when he becomes involved with a widow of a fallen officer."
"8310",8310,"tt1186367","Ninja Assassin","2009",6.4,"57466","R","99 min","Action|Crime|Drama|Thriller","tt0434409","tt1486192","tt0114576","A young ninja turns his back on the orphanage that raised him, leading to a confrontation with a fellow ninja from the clan."
"8311",8311,"tt1337051","Police, Adjective","2009",7.1,"3689","N/A","113 min","Comedy|Crime|Drama","tt0116604","tt0054152","tt0106341","A police officer refuses to arrest a young man for offering drugs to his friends."
"8312",8312,"tt0087866","Oxford Blues","1984",5.2,"2311","PG-13","97 min","Comedy|Drama","tt0111094","tt0090713","tt0112346","A young American hustler pursues the girl of his dreams to Oxford, where he must enroll to obtain her."
"8313",8313,"tt1242422","Cell 211","2009",7.7,"48427","N/A","113 min","Action|Drama","tt0114690","tt1839482","tt3849692","The story of two men on different sides of a prison riot -- the inmate leading the rebellion and the young guard trapped in the revolt, who poses as a prisoner in a desperate attempt to survive the ordeal."
"8314",8314,"tt1139319","A Film with Me in It","2008",6.7,"3082","N/A","89 min","Comedy|Thriller","tt1003034","tt0023395","tt0127516","A broke, jobless actor and a broke, jobless screenwriter set out to make a movie and then find that life starts imitating art."
"8315",8315,"tt0076297","The Last Remake of Beau Geste","1977",6,"1677","PG","85 min","Adventure|Comedy","tt0098194","tt0072281","tt0112302","An aging Sir Hector Geste takes a young greedy wife who's after his famed Blue Water sapphire but his sons hide the gem and join the French Foreign Legion in North Africa."
"8316",8316,"tt0026564","Carnival in Flanders","1935",7.6,"839","N/A","95 min","Comedy|Romance","tt0109454","tt0114266","tt0023395","Tells the story of the Spanish invasion of Flanders"
"8317",8317,"tt1543920","Turtles Forever","2009",7.9,"2406","N/A","90 min","Action|Adventure|Animation|Comedy|Thriller","tt0403703","tt1054486","tt0213338","The Teenage Mutant Ninja Turtles meet their match -- Literally! The modern, gritty Ninja Turtles must team up with their classic cartoon counterparts to stop two Shredders and their plans of multi-dimensional scale."
"8318",8318,"tt1526300","Merry Madagascar","2009",6.8,"3643","N/A","30 min","Animation","tt0351283","tt0479952","tt1277953","When Santa and his reindeer crash onto Madagascar it's up to Alex, Marty, Gloria, Melvin, and the penguins to save Christmas."
"8319",8319,"tt0765010","Brothers","2009",7.1,"86012","R","105 min","Drama|Thriller|War","tt0107207","tt0097937","tt0099566","A young man comforts his older brother's wife and children after he goes missing in Afghanistan."
"8320",8320,"tt0804529","Sleep Dealer","2008",5.9,"5638","PG-13","90 min","Sci-Fi","tt1549572","tt0435651","tt0112346","The near future. Like tomorrow. In a world marked by closed borders, corporate warriors, and a global computer network, three strangers risk their lives to connect, break through the barriers of technology, and unseal their fates."
"8321",8321,"tt0878804","The Blind Side","2009",7.7,"215994","PG-13","129 min","Drama","tt2140373","tt0265662","tt0318974","The story of Michael Oher, a homeless and traumatized boy who became an All American football player and first round NFL draft pick with the help of a caring woman and her family."
"8322",8322,"tt0804443","Asylum","2008",4,"2832","R","93 min","Horror|Thriller","tt0309593","tt1144884","tt0114852","Six college students discover their dorm was once an insane asylum that conducted gruesome lobotomies on its teenage inmates during the 1930's."
"8323",8323,"tt1247692","Shrink","2009",6.7,"15846","R","104 min","Drama","tt0119527","tt0110955","tt0119336","Unable to cope with a recent personal tragedy, LA's top celebrity shrink turns into a pothead with no concern for his appearance and a creeping sense of his inability to help his patients."
"8324",8324,"tt0976238","Old Dogs","2009",5.4,"30634","PG","88 min","Comedy","tt0486946","tt0119137","tt0081353","Two friends and business partners find their lives turned upside down when strange circumstances lead to them being placed in the care of 7-year-old twins."
"8325",8325,"tt0762125","Planet 51","2009",6.1,"40521","PG","91 min","Adventure|Animation|Children|Comedy|Sci-Fi","tt0117705","tt0071853","tt0120587","An alien civilization is invaded by Astronaut Chuck Baker, who believes that the planet was uninhabited. Wanted by the military, Baker must get back to his ship before it goes into orbit without him."
"8326",8326,"tt1175506","Me and Orson Welles","2008",6.8,"9019","PG-13","114 min","Drama","tt0120769","tt1704573","tt0112471","In 1937, a teenager is cast in the Mercury Theatre production of ""Julius Caesar"" directed by a young Orson Welles."
"8327",8327,"tt1241325","Objectified","2009",7.1,"2728","N/A","75 min","Documentary","tt0847817","tt0112646","tt0107472","A feature-length documentary about our complex relationship with manufactured objects and, by extension, the people who design them."
"8328",8328,"tt1087527","Trucker","2008",6.7,"2754","R","90 min","Drama","tt0111048","tt0106469","tt0242508","A trucker, leading a life free of depth and on the way to nowhere, is forced to make a decision about her aggressive loner 11-year-old son whom she openly deserted ten years previously."
"8329",8329,"tt1315981","A Single Man","2009",7.6,"81395","R","99 min","Drama","tt0114323","tt0117791","tt0118749","An English professor, one year after the sudden death of his boyfriend, is unable to cope with his typical days in 1960s Los Angeles."
"8330",8330,"tt0380510","The Lovely Bones","2009",6.7,"121743","PG-13","135 min","Crime|Drama|Fantasy|Horror|Thriller","tt0120737","tt0167260","tt0167261","Centers on a young girl who has been murdered and watches over her family - and her killer - from purgatory. She must weigh her desire for vengeance against her desire for her family to heal."
"8331",8331,"tt1057500","Invictus","2009",7.4,"121354","PG-13","134 min","Drama","tt0405159","tt0112579","tt0107808","Nelson Mandela, in his first term as the South African President, initiates a unique venture to unite the apartheid-torn land: enlist the national rugby team on a mission to win the 1995 Rugby World Cup."
"8332",8332,"tt0780521","The Princess and the Frog","2009",7.2,"86692","G","97 min","Animation|Children|Fantasy|Musical|Romance","tt0097757","tt0091149","tt0103639","A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him."
"8333",8333,"tt0780511","Everybody's Fine","2009",7.2,"48787","PG-13","99 min","Drama","tt0118158","tt0113729","tt0107616","A widower who realized his only connection to his family was through his wife sets off on an impromptu road trip to reunite with each of his grown children."
"8334",8334,"tt0055558","Two Rode Together","1961",6.8,"3663","APPROVED","109 min","Western","tt0056217","tt0049730","tt0052902","The US Army is under pressure from the desperate relatives of white prisoners of the Comanches to secure their rescue. A cynical and corrupt marshal, Guthrie McCabe, is persuaded by an army..."
"8335",8335,"tt0913354","Armored","2009",5.7,"25939","PG-13","88 min","Action|Drama|Thriller","tt1135084","tt0120873","tt0120685","A newbie guard for an armored truck company is coerced by his veteran coworkers to steal a truck containing $42 million. But a wrinkle in their supposedly foolproof plan divides the group, leading to a potentially deadly resolution."
"8336",8336,"tt0091276","Invaders from Mars","1986",5.5,"5027","PG","100 min","Horror|Sci-Fi","tt0084516","tt0089489","tt0079844","In this remake of the classic 50s SF tale, a boy tries to stop an invasion of his town by aliens who take over the the minds of his parents, his least-liked schoolteacher and other ..."
"8337",8337,"tt0014109","Gösta Berlings saga","1924",7.1,"706","N/A","183 min","Drama|Romance","tt0017449","tt0109454","tt0108227","Gösta Berling is a young and attractive minister. Because he is an alcoholic and his preaches are far too daring, he is finally defrocked. He leaves the town in disgrace and arrives at ..."
"8338",8338,"tt0119872","The Peacekeeper","1997",5,"2102","R","98 min","Action","tt0067116","tt0105698","tt0098180","When a terrorist group steals the US President's personal communications computer for launching the US arsenal in case of war, only a heroic Major has the key to prevent a Presidential assassination or a nuclear holocaust."
"8339",8339,"tt0317171","Blissfully Yours","2002",7.1,"1551","N/A","125 min","Drama|Romance","tt0477731","tt0381668","tt1588895","The story of a love affair that begins during a picnic on the Thai-Burmese border."
"8340",8340,"tt1314228","Did You Hear About the Morgans?","2009",4.7,"29044","PG-13","103 min","Comedy|Crime|Drama|Romance","tt0313737","tt0758766","tt2509850","In New York City, an estranged couple who witness a murder are relocated to small-town Wyoming as part of a witness-protection program."
"8341",8341,"tt1068678","Veronika Decides to Die","2009",6.5,"9831","R","103 min","Drama|Romance","tt0139134","tt0114885","tt0113627","After a frantic suicide attempt, Veronika awakens inside a mysterious mental asylum. Under the supervision of an unorthodox psychiatrist who specializes in controversial treatment, Veronika learns that she has only weeks to live."
"8342",8342,"tt1461312","Alice","2009",7.3,"8160","N/A","240 min","Action|Adventure|Fantasy","tt0407384","tt0086756","tt0108906","Everything you know about Alice's adventures in Wonderland is about to be turned upside down in this modern-day miniseries event. Stars Kathy Bates, Caterina Scorsone, Matt Frewer, Harry Dean Stanton and Tim Curry."
"8343",8343,"tt0499549","Avatar","2009",7.9,"863177","PG-13","162 min","Action|Adventure|Sci-Fi|IMAX","tt0096754","tt0090605","tt0800320","A paraplegic marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home."
"8344",8344,"tt0875034","Nine","2009",5.9,"36956","PG-13","118 min","Drama|Musical|Romance","tt0397535","tt0203009","tt0299658","Famous film director Guido Contini struggles to find harmony in his professional and personal lives, as he engages in dramatic relationships with his wife, his mistress, his muse, his agent, and his mother."
"8345",8345,"tt1230414","It's Complicated","2009",6.6,"68566","R","120 min","Comedy|Romance","tt0337741","tt0120783","tt0096463","When attending their son's college graduation, a couple reignite the spark in their relationship. But the complicated fact is they're divorced and he's remarried."
